2015-01-1,-14,743,ว 2์/๑,-12,744,ว 2์/๑
2015-01-2,-7,743,Þ 2์/๑,-7,740,Þ 2์/๑
2015-01-3,-1,733,Þว 2์/๑,0,733,Þว 2์/๑
2015-01-4,0,735,Þว 2์/๑,0,735,Þว 2์/๑
2015-01-5,-3,738,Þว 3์/๑,-2,737,Þว 3์/๑
2015-01-6,-6,741,ัว 2์/๑,-12,745,ัว 2์/๑
2015-01-7,-22,750,ั 1์/๑,-27,752,ั 1์/๑
2015-01-8,-22,752,ว 1์/๑,-21,750,ว 1์/๑
2015-01-9,-13,746,ว 3์/๑,-12,745,ว 3์/๑
2015-01-10,-9,744,Þ 3์/๑,-5,745,Þ 3์/๑
2015-01-11,-10,741,Þย 4์/๑,-8,737,Þย 4์/๑
2015-01-12,-1,738,Þว 2์/๑,-1,739,Þว 2์/๑
2015-01-13,-1,742,ว 3์/๑,-3,740,ว 3์/๑
2015-01-14,+1,746,ว 3์/๑,+2,746,ว 3์/๑
2015-01-15,+2,751,Þว 1์/๑,-2,751,Þว 1์/๑
2015-01-16,-3,749,ัว 1์/๑,-1,752,ัว 1์/๑
2015-01-17,-3,756,ว 1์/๑,-8,756,ว 1์/๑
2015-01-18,-8,752,ว 2์/๑,-5,752,ว 2์/๑
2015-01-19,-1,749,ว 1์/๑,-1,749,ว 1์/๑
2015-01-20,-3,754,ัว 3์/๑,-11,758,ัว 3์/๑
2015-01-21,-13,760,ัว 1์/๑,-16,759,ัว 1์/๑
2015-01-22,-12,759,ั 2์/๑,-17,762,ั 2์/๑
2015-01-23,-15,770,ว 1์/๑,-20,771,ว 1์/๑
2015-01-24,-17,771,Þย 1์/๑,-20,771,Þย 1์/๑
2015-01-25,-15,772,Þ 2์/๑,-17,771,Þ 2์/๑
2015-01-26,-18,767,ย 2์/๑,-21,766,ย 2์/๑
2015-01-27,-17,763,ย 3์/๑,-19,762,ย 3์/๑
2015-01-28,-17,757,ย 2์/๑,-17,757,ย 2์/๑
2015-01-29,-17,754,Þย 2์/๑,-18,754,Þย 2์/๑
2015-01-30,-16,754,Þย 2์/๑,-16,754,Þย 2์/๑
2015-01-31,-9,756,Þย 2์/๑,-10,756,Þย 2์/๑
2015-02-1,-9,755,ย 3์/๑,-12,754,ย 3์/๑
2015-02-2,-5,747,Þย 3์/๑,-4,747,Þย 3์/๑
2015-02-3,-5,748,Þย 3์/๑,-6,748,Þย 3์/๑
2015-02-4,-6,748,Þย 3์/๑,-6,748,Þย 3์/๑
2015-02-5,-2,748,ว 3์/๑,-3,750,ว 3์/๑
2015-02-6,-5,751,Þ 2์/๑,-6,748,Þ 2์/๑
2015-02-7,-7,740,ั 2์/๑,-11,739,ั 2์/๑
2015-02-8,-10,738,ว 1์/๑,-13,740,ว 1์/๑
2015-02-9,-5,740,Þ 3์/๑,-4,742,Þ 3์/๑
2015-02-10,-2,750,Þ 2์/๑,-4,751,Þ 2์/๑
2015-02-11,-7,752,ว 2์/๑,-10,751,ว 2์/๑
2015-02-12,-4,754,Þว 3์/๑,-7,754,Þว 3์/๑
2015-02-13,-5,753,ว 2์/๑,-4,754,ว 2์/๑
2015-02-14,+3,757,ัว 1์/๑,-6,756,ัว 1์/๑
2015-02-15,-5,748,Þว 2์/๑,-6,746,Þว 2์/๑
2015-02-16,-10,752,ั 3์/๑,-12,755,ั 3์/๑
2015-02-17,-11,761,ั 1์/๑,-15,763,ั 1์/๑
2015-02-18,-9,759,Þว 1์/๑,-17,756,Þว 1์/๑
2015-02-19,-10,749,ว 1์/๑,-12,750,ว 1์/๑
2015-02-20,-9,751,ว 3์/๑,-11,750,ว 3์/๑
2015-02-21,-4,750,ว 3์/๑,-4,751,ว 3์/๑
2015-02-22,0,756,Þ 2์/๑,0,756,Þ 2์/๑
2015-02-23,+2,758,ว 3์/๑,-3,759,ว 3์/๑
2015-02-24,+4,762,ว 1์/๑,-6,763,ว 1์/๑
2015-02-25,+2,765,Þย 1์/๑,-6,766,Þย 1์/๑
2015-02-26,-2,767,Þย 2์/๑,-6,767,Þย 2์/๑
