2018-01-1,-5,752,Þย 1์/๑,-5,753,Þย 1์/๑
2018-01-2,-3,755,Þ 1์/๑,-3,756,Þ 1์/๑
2018-01-3,-2,757,Þย 1์/๑,-3,757,Þย 1์/๑
2018-01-4,-7,756,ย 3์/๑,-9,756,ย 3์/๑
2018-01-5,-10,757,ย 2์/๑,-12,757,ย 2์/๑
2018-01-6,-9,756,ย 2์/๑,-8,756,ย 2์/๑
2018-01-7,-6,752,Þว 2์/๑,-4,749,Þว 2์/๑
2018-01-8,-4,747,ว 2์/๑,-6,747,ว 2์/๑
2018-01-9,-5,746,ว 2์/๑,-7,747,ว 2์/๑
2018-01-10,-6,749,ว 2์/๑,-7,749,ว 2์/๑
2018-01-11,-4,752,ว 2์/๑,-6,754,ว 2์/๑
2018-01-12,-7,760,ัย 2์/๑,-15,764,ัย 2์/๑
2018-01-13,-15,766,ั 1์/๑,-19,766,ั 1์/๑
2018-01-14,-14,763,ว 1์/๑,-13,764,ว 1์/๑
2018-01-15,-9,766,ว 1์/๑,-9,765,ว 1์/๑
2018-01-16,-7,761,ัว 2์/๑,-8,758,ัว 2์/๑
2018-01-17,-9,755,ย 1์/๑,-9,755,ย 1์/๑
2018-01-18,-13,758,Þย 1์/๑,-14,758,Þย 1์/๑
2018-01-19,-16,758,ย 3์/๑,-17,759,ย 3์/๑
2018-01-20,-12,757,ย 4์/๑,-12,757,ย 4์/๑
2018-01-21,-9,755,ย 3์/๑,-9,754,ย 3์/๑
2018-01-22,-7,755,ย 2์/๑,-9,756,ย 2์/๑
2018-01-23,-8,755,ย 4์/๑,-9,755,ย 4์/๑
2018-01-24,-11,759,ย 3์/๑,-9,761,ย 3์/๑
2018-01-25,-11,767,Þย 2์/๑,-10,769,Þย 2์/๑
2018-01-26,-13,773,Þย 2์/๑,-14,774,Þย 2์/๑
2018-01-27,-14,776,Þย 2์/๑,-16,776,Þย 2์/๑
2018-01-28,-14,770,Þ 2์/๑,-16,769,Þ 2์/๑
2018-01-29,-12,763,Þย 3์/๑,-14,761,Þย 3์/๑
2018-01-30,-10,758,ย 4์/๑,-12,755,ย 4์/๑
2018-01-31,-14,745,ย 5์/๑,-14,744,ย 5์/๑
2018-02-1,-6,747,ย 1์/๑,-6,750,ย 1์/๑
2018-02-2,-6,756,ว 1์/๑,-7,756,ว 1์/๑
2018-02-3,-6,757,Þ 2์/๑,-7,757,Þ 2์/๑
2018-02-4,-4,754,Þย 3์/๑,-3,752,Þย 3์/๑
2018-02-5,-5,750,Þย 4์/๑,-6,753,Þย 4์/๑
2018-02-6,-6,761,ย 2์/๑,-6,763,ย 2์/๑
2018-02-7,-5,770,ย 3์/๑,-6,770,ย 3์/๑
2018-02-8,-7,767,Þย 2์/๑,-9,767,Þย 2์/๑
2018-02-9,-7,765,ย 2์/๑,-9,764,ย 2์/๑
2018-02-10,-5,762,ย 2์/๑,-9,761,ย 2์/๑
2018-02-11,-5,757,ั 1์/๑,-8,756,ั 1์/๑
2018-02-12,-7,755,ัว 2์/๑,-9,755,ัว 2์/๑
2018-02-13,-8,757,ัว 1์/๑,-13,758,ัว 1์/๑
2018-02-14,-8,762,ว 1์/๑,-16,763,ว 1์/๑
2018-02-15,-7,767,ว 1์/๑,-13,768,ว 1์/๑
2018-02-16,-6,769,ย 2์/๑,-10,769,ย 2์/๑
2018-02-17,-7,766,Þย 1์/๑,-10,765,Þย 1์/๑
2018-02-18,-6,761,ย 4์/๑,-7,758,ย 4์/๑
2018-02-19,-8,755,Þย 2์/๑,-8,753,Þย 2์/๑
2018-02-20,-5,749,ว 2์/๑,-8,749,ว 2์/๑
2018-02-21,-6,751,ว 2์/๑,-11,752,ว 2์/๑
2018-02-22,-10,754,ว 1์/๑,-15,755,ว 1์/๑
2018-02-23,-11,756,ุ,-18,756,ุ
2018-02-24,-12,756,Þย 2์/๑,-14,755,Þย 2์/๑
2018-02-25,-9,752,ั 3์/๑,-12,752,ั 3์/๑
2018-02-26,-12,750,ัว 1์/๑,-14,750,ัว 1์/๑
2018-02-27,-12,757,ั 3์/๑,-18,759,ั 3์/๑
2018-02-28,-15,761,ั 2์/๑,-18,763,ั 2์/๑
2018-03-1,-11,763,ัย 1์/๑,-18,761,ัย 1์/๑
2018-03-2,-8,758,ว 1์/๑,-14,757,ว 1์/๑
2018-03-3,-10,752,Þย 1์/๑,-12,749,Þย 1์/๑
2018-03-4,-7,743,Þย 4์/๑,-6,740,Þย 4์/๑
2018-03-5,-5,734,ว 4์/๑,-11,737,ว 4์/๑
2018-03-6,-9,746,ัว 3์/๑,-13,749,ัว 3์/๑
2018-03-7,-8,755,ว 2์/๑,-12,754,ว 2์/๑
2018-03-8,-8,748,ย 4์/๑,-10,748,ย 4์/๑
2018-03-9,-4,751,ัย 2์/๑,-9,752,ัย 2์/๑
2018-03-10,-4,753,ั 1์/๑,-10,755,ั 1์/๑
2018-03-11,-9,757,ัย 2์/๑,-11,758,ัย 2์/๑
2018-03-12,-7,761,Þ 1์/๑,-12,761,Þ 1์/๑
2018-03-13,-8,760,ว 3์/๑,-13,760,ว 3์/๑
2018-03-14,-7,758,ว 2์/๑,-12,757,ว 2์/๑
2018-03-15,-5,752,Þ 4์/๑,-5,749,Þ 4์/๑
2018-03-16,-2,744,Þย 2์/๑,0,744,Þย 2์/๑
2018-03-17,-6,752,Þย 2์/๑,-8,750,Þย 2์/๑
2018-03-18,-8,740,ัว 4์/๑,-14,746,ัว 4์/๑
2018-03-19,-10,754,ว 2์/๑,-11,752,ว 2์/๑
2018-03-20,-1,749,ว 1์/๑,-10,750,ว 1์/๑
2018-03-21,-4,745,ย 2์/๑,-5,741,ย 2์/๑
2018-03-22,-3,737,ัว 1์/๑,-5,737,ัว 1์/๑
2018-03-23,+1,742,ว 4์/๑,-4,743,ว 4์/๑
2018-03-24,0,743,Þว 2์/๑,-4,743,Þว 2์/๑
2018-03-25,+1,746,ว 1์/๑,-5,746,ว 1์/๑
2018-03-26,+2,748,ว 3์/๑,-1,748,ว 3์/๑
2018-03-27,+2,746,ว 3์/๑,-1,746,ว 3์/๑
